accession,goAnnotation.ontologyTerm.identifier,goAnnotation.ontologyTerm.namespace,goAnnotation.qualifier
CPX:CPX-779,GO:0002098,biological_process,biolink:actively_involved_in
CPX:CPX-779,GO:0006417,biological_process,biolink:actively_involved_in
CPX:CPX-779,GO:0008080,molecular_function,biolink:enables
CPX:CPX-779,GO:0033588,cellular_component,biolink:located_in
CPX:CPX-780,GO:0003924,molecular_function,biolink:enables
CPX:CPX-780,GO:0005047,molecular_function,biolink:enables
CPX:CPX-780,GO:0005785,cellular_component,biolink:located_in
CPX:CPX-780,GO:0006617,biological_process,biolink:actively_involved_in
CPX:CPX-780,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-781,GO:0004596,molecular_function,biolink:enables
CPX:CPX-781,GO:0006474,biological_process,biolink:actively_involved_in
CPX:CPX-781,GO:0031417,cellular_component,biolink:located_in
CPX:CPX-782,GO:0004596,molecular_function,biolink:enables
CPX:CPX-782,GO:0006474,biological_process,biolink:actively_involved_in
CPX:CPX-782,GO:0031416,cellular_component,biolink:located_in
CPX:CPX-783,GO:0004596,molecular_function,biolink:enables
CPX:CPX-783,GO:0006474,biological_process,biolink:actively_involved_in
CPX:CPX-783,GO:0031415,cellular_component,biolink:located_in
CPX:CPX-784,GO:0000421,cellular_component,biolink:located_in
CPX:CPX-784,GO:0005516,molecular_function,biolink:enables
CPX:CPX-784,GO:0007034,biological_process,biolink:actively_involved_in
CPX:CPX-784,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-784,GO:0016237,biological_process,biolink:actively_involved_in
CPX:CPX-784,GO:0033254,cellular_component,biolink:located_in
CPX:CPX-784,GO:0061736,biological_process,biolink:actively_involved_in
CPX:CPX-813,GO:0018230,biological_process,biolink:actively_involved_in
CPX:CPX-813,GO:0019706,molecular_function,biolink:enables
CPX:CPX-813,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-813,GO:0031211,cellular_component,biolink:located_in
CPX:CPX-824,GO:0005635,cellular_component,biolink:located_in
CPX:CPX-824,GO:0005643,cellular_component,biolink:located_in
CPX:CPX-824,GO:0006913,biological_process,biolink:actively_involved_in
CPX:CPX-828,GO:0001046,molecular_function,biolink:enables
CPX:CPX-828,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-828,GO:0005667,cellular_component,biolink:located_in
CPX:CPX-828,GO:0006357,biological_process,biolink:actively_involved_in
CPX:CPX-828,GO:0016559,biological_process,biolink:actively_involved_in
CPX:CPX-828,GO:0031930,biological_process,biolink:actively_involved_in
CPX:CPX-863,GO:0005524,molecular_function,biolink:enables
CPX:CPX-863,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-863,GO:0006281,biological_process,biolink:actively_involved_in
CPX:CPX-863,GO:0006338,biological_process,biolink:actively_involved_in
CPX:CPX-863,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-863,GO:0016887,molecular_function,biolink:enables
CPX:CPX-863,GO:0031011,cellular_component,biolink:located_in
CPX:CPX-863,GO:0031491,molecular_function,biolink:enables
CPX:CPX-863,GO:0140658,molecular_function,biolink:enables
CPX:CPX-867,GO:0004674,molecular_function,biolink:enables
CPX:CPX-867,GO:0005524,molecular_function,biolink:enables
CPX:CPX-867,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-867,GO:0005813,cellular_component,biolink:located_in
CPX:CPX-867,GO:0006270,biological_process,biolink:actively_involved_in
CPX:CPX-867,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-867,GO:0031431,cellular_component,biolink:located_in
CPX:CPX-867,GO:0060903,biological_process,biolink:actively_involved_in
CPX:CPX-867,GO:1903343,biological_process,biolink:actively_involved_in
CPX:CPX-867,GO:1905561,biological_process,biolink:actively_involved_in
CPX:CPX-868,GO:0004322,molecular_function,biolink:enables
CPX:CPX-868,GO:0005887,cellular_component,biolink:located_in
CPX:CPX-868,GO:0008198,molecular_function,biolink:enables
CPX:CPX-868,GO:0008199,molecular_function,biolink:enables
CPX:CPX-868,GO:0015092,molecular_function,biolink:enables
CPX:CPX-868,GO:0033573,cellular_component,biolink:located_in
CPX:CPX-868,GO:0098706,biological_process,biolink:actively_involved_in
CPX:CPX-869,GO:0004322,molecular_function,biolink:enables
CPX:CPX-869,GO:0008198,molecular_function,biolink:enables
CPX:CPX-869,GO:0034755,biological_process,biolink:actively_involved_in
CPX:CPX-869,GO:0055072,biological_process,biolink:actively_involved_in
CPX:CPX-869,GO:0061840,molecular_function,biolink:enables
CPX:CPX-869,GO:0061841,cellular_component,biolink:located_in
CPX:CPX-869,GO:0071627,cellular_component,biolink:located_in
CPX:CPX-940,GO:0000813,cellular_component,biolink:located_in
CPX:CPX-940,GO:0043130,molecular_function,biolink:enables
CPX:CPX-940,GO:0043162,biological_process,biolink:actively_involved_in
CPX:CPX-946,GO:0000082,biological_process,biolink:actively_involved_in
CPX:CPX-946,GO:0003700,molecular_function,biolink:enables
CPX:CPX-946,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-946,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-946,GO:0033309,cellular_component,biolink:located_in
CPX:CPX-950,GO:0000082,biological_process,biolink:actively_involved_in
CPX:CPX-950,GO:0003700,molecular_function,biolink:enables
CPX:CPX-950,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-950,GO:0030907,cellular_component,biolink:located_in
CPX:CPX-956,GO:0005524,molecular_function,biolink:enables
CPX:CPX-956,GO:0016887,molecular_function,biolink:enables
CPX:CPX-956,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-956,GO:0032977,molecular_function,biolink:enables
CPX:CPX-956,GO:0043529,cellular_component,biolink:located_in
CPX:CPX-956,GO:0045048,biological_process,biolink:actively_involved_in
CPX:CPX-961,GO:0000776,cellular_component,biolink:located_in
CPX:CPX-961,GO:0007094,biological_process,biolink:actively_involved_in
CPX:CPX-961,GO:0033316,biological_process,biolink:actively_involved_in
CPX:CPX-961,GO:0051312,None,None
CPX:CPX-961,GO:0051315,biological_process,biolink:actively_involved_in
CPX:CPX-962,GO:0007094,biological_process,biolink:actively_involved_in
CPX:CPX-962,GO:0051444,biological_process,biolink:actively_involved_in
CPX:CPX-962,GO:1990333,cellular_component,biolink:located_in
CPX:CPX-963,GO:0004857,molecular_function,biolink:enables
CPX:CPX-963,GO:0007094,biological_process,biolink:actively_involved_in
CPX:CPX-963,GO:0010997,molecular_function,biolink:enables
CPX:CPX-963,GO:0033597,cellular_component,biolink:located_in
